num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.0229471
20000000,3.1415927,-0.0000001,0.0450658
40000000,3.1415927,-0.0000001,0.0898822
80000000,3.1415927,-0.0000001,0.1787949
160000000,3.1415927,-0.0000001,0.3555459
320000000,3.1415927,-0.0000001,0.7101412
640000000,3.1415927,-0.0000001,1.4175396
1280000000,3.1415927,-0.0000001,2.8363168
2560000000,3.1415927,-0.0000001,5.6680951
5120000000,3.1415927,-0.0000001,11.3353136
