num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.0131146
20000000,3.1415927,-0.0000001,0.0250038
40000000,3.1415927,-0.0000001,0.0483403
80000000,3.1415927,-0.0000001,0.0946251
160000000,3.1415927,-0.0000001,0.1903032
320000000,3.1415927,-0.0000001,0.3769284
640000000,3.1415927,-0.0000001,0.7535130
1280000000,3.1415927,-0.0000001,1.5049973
2560000000,3.1415927,-0.0000001,3.0081117
5120000000,3.1415927,-0.0000001,6.0052772
