num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.0260912
20000000,3.1415927,-0.0000001,0.0115159
40000000,3.1415927,-0.0000001,0.0173799
80000000,3.1415927,-0.0000001,0.0338809
160000000,3.1415927,-0.0000001,0.0739636
320000000,3.1415927,-0.0000001,0.1208212
640000000,3.1415927,-0.0000001,0.2285125
1280000000,3.1415927,-0.0000001,0.5347097
2560000000,3.1415927,-0.0000001,0.9424197
5120000000,3.1415927,-0.0000001,1.8365303
