num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.0358630
20000000,3.1415927,-0.0000001,0.0220997
40000000,3.1415927,-0.0000001,0.0398961
80000000,3.1415927,-0.0000001,0.0451289
160000000,3.1415927,-0.0000001,0.0879275
320000000,3.1415927,-0.0000001,0.1759301
640000000,3.1415927,-0.0000001,0.3533935
1280000000,3.1415927,-0.0000001,0.7059688
2560000000,3.1415927,-0.0000001,1.4081247
5120000000,3.1415927,-0.0000001,2.8152131
