num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.0490000
20000000,3.1415927,-0.0000001,0.0990000
40000000,3.1415927,-0.0000001,0.1970000
80000000,3.1415927,-0.0000001,0.3920000
160000000,3.1415927,-0.0000001,0.7820000
320000000,3.1415927,-0.0000001,1.5630000
640000000,3.1415927,-0.0000001,3.1170000
1280000000,3.1415927,-0.0000001,6.2350000
2560000000,3.1415927,-0.0000001,12.4450000
5120000000,3.1415927,-0.0000001,25.0840000
