num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.2080000
20000000,3.1415927,-0.0000001,0.3960000
40000000,3.1415927,-0.0000001,0.7720000
80000000,3.1415927,-0.0000001,1.5520000
160000000,3.1415927,-0.0000001,3.1180000
320000000,3.1415927,-0.0000001,6.2140000
640000000,3.1415927,-0.0000001,12.3620000
1280000000,3.1415927,-0.0000001,24.5760000
2560000000,3.1415927,-0.0000001,48.9870000
5120000000,3.1415927,-0.0000001,112.0430000
