num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1399600,0.0016326,0.1500000
20000000,3.1421672,-0.0005746,0.2790000
40000000,3.1405568,0.0010358,0.5560000
80000000,3.1417010,-0.0001084,1.1300000
160000000,3.1412008,0.0003918,2.2540000
320000000,3.1414986,0.0000940,4.4480000
640000000,3.1415534,0.0000392,9.0270000
1280000000,3.1415551,0.0000375,17.7240000
2560000000,3.1415139,0.0000787,35.6400000
5120000000,3.1415120,0.0000806,75.2130000
