num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.1152458
20000000,3.1415927,-0.0000001,0.1981899
40000000,3.1415927,-0.0000001,0.3893831
80000000,3.1415927,-0.0000001,0.7728064
160000000,3.1415927,-0.0000001,1.5442180
320000000,3.1415927,-0.0000001,3.0965897
640000000,3.1415927,-0.0000001,6.1898496
1280000000,3.1415927,-0.0000001,12.3701232
2560000000,3.1415927,-0.0000001,24.7132039
5120000000,3.1415927,-0.0000001,49.6584509
