num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.0554219
20000000,3.1415927,-0.0000001,0.1027707
40000000,3.1415927,-0.0000001,0.2031023
80000000,3.1415927,-0.0000001,0.4006412
160000000,3.1415927,-0.0000001,0.8220607
320000000,3.1415927,-0.0000001,1.6180506
640000000,3.1415927,-0.0000001,3.2352317
1280000000,3.1415927,-0.0000001,6.6619444
2560000000,3.1415927,-0.0000001,12.9585395
5120000000,3.1415927,-0.0000001,25.7019477
