num_steps, Estimación pi, Diferencia pi, Tiempo de ejecución
10000000,3.1415927,-0.0000001,0.2074919
20000000,3.1415927,-0.0000001,0.3825363
40000000,3.1415927,-0.0000001,0.7598445
80000000,3.1415927,-0.0000001,1.5051726
160000000,3.1415927,-0.0000001,2.9916011
320000000,3.1415927,-0.0000001,6.1231277
640000000,3.1415927,-0.0000001,11.8217919
1280000000,3.1415927,-0.0000001,24.3122114
2560000000,3.1415927,-0.0000001,47.8433669
5120000000,3.1415927,-0.0000001,94.7434395
